Node_Label,Node_X,Node_Y,Node_Z
37214769,828240.8799999999,839611.25,19.690000999999995
37214770,828241.8799999999,839611.25,19.459998999999996
37214771,828242.8799999999,839611.25,19.209998999999996
37214772,828243.8799999999,839611.25,18.969999
37214773,828244.8799999999,839611.25,18.719999
37214774,828245.8799999999,839611.25,18.629998999999998
37214775,828246.8799999999,839611.25,18.469999
37214776,828247.8799999999,839611.25,18.400000000000006
37214777,828248.8799999999,839611.25,18.38999899999999
37214778,828249.8799999999,839611.25,18.36000100000001
37214779,828250.8799999999,839611.25,18.349999999999994
37214780,828251.8799999999,839611.25,18.180000000000007
37214781,828252.8799999999,839611.25,18.049999
37214782,828253.8799999999,839611.25,17.900000000000006
37214783,828254.8799999999,839611.25,17.63999899999999
37214784,828255.8799999999,839611.25,17.489999999999995
37214785,828256.8799999999,839611.25,17.13999899999999
37214786,828257.8799999999,839611.25,16.799999
37214787,828258.8799999999,839611.25,16.549999
37214788,828259.8799999999,839611.25,16.280001
37214789,828260.8799999999,839611.25,15.97999999999999
37214790,828261.8799999999,839611.25,16.030001
37214791,828262.8799999999,839611.25,15.96
37214792,828263.8799999999,839611.25,15.909999999999997
37214793,828264.8799999999,839611.25,15.869999999999997
37214794,828265.8799999999,839611.25,15.71
37214795,828266.8799999999,839611.25,15.610000000000014
37214796,828267.8799999999,839611.25,15.189999999999998
37214797,828268.8799999999,839611.25,14.280000000000001
37214798,828269.8799999999,839611.25,13.329999999999998
37214799,828270.8799999999,839611.25,12.389999999999986
37214800,828271.8799999999,839611.25,11.47999999999999
37214801,828272.8799999999,839611.25,11.219999999999999
37214802,828273.8799999999,839611.25,11
37214803,828274.8799999999,839611.25,11.030000000000001
37214804,828275.8799999999,839611.25,10.97999999999999
37214805,828276.8799999999,839611.25,11
37214806,828277.8799999999,839611.25,10.950000000000003
37214807,828278.8799999999,839611.25,10.920000000000002
37214808,828279.8799999999,839611.25,10.799999999999997
37214809,828280.8799999999,839611.25,10.619999999999997
37214810,828281.8799999999,839611.25,10.47999999999999
37214811,828282.8799999999,839611.25,10.310000000000002
37214812,828283.8799999999,839611.25,10.150000000000006
37214813,828284.8799999999,839611.25,9.8100004
37214814,828285.8799999999,839611.25,9.71
37214815,828286.8799999999,839611.25,9.279999699999998
37214816,828287.8799999999,839611.25,9.1199999
37214817,828288.8799999999,839611.25,9.1099997
37214818,828289.8799999999,839611.25,9.1700001
37214819,828290.8799999999,839611.25,9.1499996
37214820,828291.8799999999,839611.25,9.1300001
37214821,828292.8799999999,839611.25,9.0699997
37214822,828293.8799999999,839611.25,9
37214823,828294.8799999999,839611.25,8.970000300000002
37214824,828295.8799999999,839611.25,8.9899998
37214825,828296.8799999999,839611.25,8.970000300000002
37214826,828297.8799999999,839611.25,8.979999499999998
37214827,828298.8799999999,839611.25,8.909999800000001
37214828,828299.8799999999,839611.25,8.6700001
37214829,828300.8799999999,839611.25,8.590000199999999
37214830,828301.8799999999,839611.25,8.5600004
37214831,828302.8799999999,839611.25,8.3999996
37214832,828303.8799999999,839611.25,8.3100004
37214833,828304.8799999999,839611.25,8.220000300000002
37214834,828305.8799999999,839611.25,8.1499996
37214835,828306.8799999999,839611.25,8.0799999
37214836,828307.8799999999,839611.25,8.0100002
37214837,828308.8799999999,839611.25,7.940000099999999
37214838,828309.8799999999,839611.25,7.860000100000001
37214839,828310.8799999999,839611.25,7.809999900000001
37214840,828311.8799999999,839611.25,7.7800002
37214841,828312.8799999999,839611.25,7.690000099999999
37214842,828313.8799999999,839611.25,7.6199999
37214843,828314.8799999999,839611.25,7.340000199999999
37214844,828315.8799999999,839611.25,7.110000100000001
37214845,828316.8799999999,839611.25,6.6999998
37214846,828317.8799999999,839611.25,6.3499999
37214847,828318.8799999999,839611.25,6.110000100000001
37214848,828319.8799999999,839611.25,5.9499998
37214849,828320.8799999999,839611.25,5.9499998
37214850,828321.8799999999,839611.25,5.8800001
37214851,828322.8799999999,839611.25,5.920000099999999
37214852,828323.8799999999,839611.25,5.7800002
37214853,828324.8799999999,839611.25,5.7800002
37214854,828325.8799999999,839611.25,5.909999800000001
37214855,828326.8799999999,839611.25,5.929999800000001
37214856,828327.8799999999,839611.25,5.889999899999999
37214857,828328.8799999999,839611.25,5.9000001
37214858,828329.8799999999,839611.25,5.7600002
37214859,828330.8799999999,839611.25,5.940000099999999
37214860,828331.8799999999,839611.25,5.889999899999999
37214861,828332.8799999999,839611.25,5.860000100000001
37214862,828333.8799999999,839611.25,5.960000000000001
37214863,828334.8799999999,839611.25,5.920000099999999
37214864,828335.8799999999,839611.25,5.7199998
37214865,828336.8799999999,839611.25,5.659999800000001
37214866,828337.8799999999,839611.25,5.6199999
37214867,828338.8799999999,839611.25,5.6199999
37214868,828339.8799999999,839611.25,5.73
37214869,828340.8799999999,839611.25,5.8499999
37214870,828341.8799999999,839611.25,5.820000199999999
37214871,828342.8799999999,839611.25,5.889999899999999
37214872,828343.8799999999,839611.25,5.929999800000001
37214873,828344.8799999999,839611.25,5.9499998
37214874,828345.8799999999,839611.25,5.940000099999999
37214875,828346.8799999999,839611.25,5.929999800000001
37214876,828347.8799999999,839611.25,6.02
37214877,828348.8799999999,839611.25,6.070000199999999
37214878,828349.8799999999,839611.25,6.110000100000001
37214879,828350.8799999999,839611.25,6.23
37214880,828351.8799999999,839611.25,6.289999999999999
37214881,828352.8799999999,839611.25,6.329999900000001
37214882,828353.8799999999,839611.25,6.389999899999999
37214883,828354.8799999999,839611.25,6.4899998
37214884,828355.8799999999,839611.25,6.7600002
37214885,828356.8799999999,839611.25,6.9899998
37214886,828357.8799999999,839611.25,7.2800002
37214887,828358.8799999999,839611.25,7.610000100000001
37214888,828359.8799999999,839611.25,7.860000100000001
37214889,828360.8799999999,839611.25,8.21
37214890,828361.8799999999,839611.25,8.3999996
37214891,828232.8799999999,839612.25,20.790001000000004
37214892,828233.8799999999,839612.25,20.650000000000006
37214893,828234.8799999999,839612.25,20.709998999999996
37214894,828235.8799999999,839612.25,20.209998999999996
37214895,828236.8799999999,839612.25,19.92
37214896,828237.8799999999,839612.25,19.799999
37214897,828238.8799999999,839612.25,19.809999000000005
37214898,828239.8799999999,839612.25,19.819999999999993
37214899,828240.8799999999,839612.25,19.75
37214900,828241.8799999999,839612.25,19.549999
37214901,828242.8799999999,839612.25,19.309999000000005
37214902,828243.8799999999,839612.25,19.059999000000005
37214903,828244.8799999999,839612.25,18.909999999999997
37214904,828245.8799999999,839612.25,18.77000000000001
37214905,828246.8799999999,839612.25,18.61000100000001
37214906,828247.8799999999,839612.25,18.459998999999996
37214907,828248.8799999999,839612.25,18.42
37214908,828249.8799999999,839612.25,18.379998999999998
37214909,828250.8799999999,839612.25,18.33
37214910,828251.8799999999,839612.25,18.209998999999996
37214911,828252.8799999999,839612.25,17.97999999999999
37214912,828253.8799999999,839612.25,17.790001000000004
37214913,828254.8799999999,839612.25,17.559999000000005
37214914,828255.8799999999,839612.25,17.450001
37214915,828256.8799999999,839612.25,17.180000000000007
37214916,828257.8799999999,839612.25,16.780001
37214917,828258.8799999999,839612.25,16.469999
37214918,828259.8799999999,839612.25,16.159999999999997
37214919,828260.8799999999,839612.25,16.08
37214920,828261.8799999999,839612.25,15.969999999999999
37214921,828262.8799999999,839612.25,15.849999999999994
37214922,828263.8799999999,839612.25,15.829999999999998
37214923,828264.8799999999,839612.25,15.77000000000001
37214924,828265.8799999999,839612.25,15.760000000000005
37214925,828266.8799999999,839612.25,15.599999999999994
37214926,828267.8799999999,839612.25,14.939999999999998
37214927,828268.8799999999,839612.25,14.030000000000001
37214928,828269.8799999999,839612.25,13.119999999999997
37214929,828270.8799999999,839612.25,12.180000000000007
37214930,828271.8799999999,839612.25,11.469999999999999
37214931,828272.8799999999,839612.25,11.060000000000002
37214932,828273.8799999999,839612.25,10.77000000000001
37214933,828274.8799999999,839612.25,11.010000000000005
37214934,828275.8799999999,839612.25,10.97999999999999
37214935,828276.8799999999,839612.25,10.96
37214936,828277.8799999999,839612.25,10.939999999999998
37214937,828278.8799999999,839612.25,10.930000000000007
37214938,828279.8799999999,839612.25,10.900000000000006
37214939,828280.8799999999,839612.25,10.75
37214940,828281.8799999999,839612.25,10.680000000000007
37214941,828282.8799999999,839612.25,10.909999999999997
37214942,828283.8799999999,839612.25,10.689999999999998
37214943,828284.8799999999,839612.25,9.979999499999998
37214944,828285.8799999999,839612.25,9.4200001
37214945,828286.8799999999,839612.25,9.159999800000001
37214946,828287.8799999999,839612.25,9.0799999
37214947,828288.8799999999,839612.25,9.0100002
37214948,828289.8799999999,839612.25,9.020000500000002
37214949,828290.8799999999,839612.25,9.1099997
37214950,828291.8799999999,839612.25,9.1700001
37214951,828292.8799999999,839612.25,9.0600004
37214952,828293.8799999999,839612.25,8.96
37214953,828294.8799999999,839612.25,8.9499998
37214954,828295.8799999999,839612.25,8.9399996
37214955,828296.8799999999,839612.25,8.9200001
37214956,828297.8799999999,839612.25,8.9200001
37214957,828298.8799999999,839612.25,8.9200001
37214958,828299.8799999999,839612.25,8.7399998
37214959,828300.8799999999,839612.25,8.5600004
37214960,828301.8799999999,839612.25,8.6300001
37214961,828302.8799999999,839612.25,8.479999499999998
37214962,828303.8799999999,839612.25,8.220000300000002
37214963,828304.8799999999,839612.25,8.21
37214964,828305.8799999999,839612.25,8.1199999
37214965,828306.8799999999,839612.25,8.029999699999998
37214966,828307.8799999999,839612.25,7.960000000000001
37214967,828308.8799999999,839612.25,7.8800001
37214968,828309.8799999999,839612.25,7.820000199999999
37214969,828310.8799999999,839612.25,7.7399998
37214970,828311.8799999999,839612.25,7.670000099999999
37214971,828312.8799999999,839612.25,7.610000100000001
37214972,828313.8799999999,839612.25,7.5100002
37214973,828314.8799999999,839612.25,7.409999800000001
37214974,828315.8799999999,839612.25,7.389999899999999
37214975,828316.8799999999,839612.25,7.059999900000001
37214976,828317.8799999999,839612.25,6.7199998
37214977,828318.8799999999,839612.25,6.3699999
37214978,828319.8799999999,839612.25,6.090000199999999
37214979,828320.8799999999,839612.25,5.909999800000001
37214980,828321.8799999999,839612.25,5.909999800000001
37214981,828322.8799999999,839612.25,5.9000001
37214982,828323.8799999999,839612.25,5.920000099999999
37214983,828324.8799999999,839612.25,5.8699999
37214984,828325.8799999999,839612.25,5.840000199999999
37214985,828326.8799999999,839612.25,5.9699998
37214986,828327.8799999999,839612.25,5.9000001
37214987,828328.8799999999,839612.25,5.889999899999999
37214988,828329.8799999999,839612.25,5.909999800000001
37214989,828330.8799999999,839612.25,5.909999800000001
37214990,828331.8799999999,839612.25,5.809999900000001
37214991,828332.8799999999,839612.25,5.840000199999999
37214992,828333.8799999999,839612.25,5.8699999
37214993,828334.8799999999,839612.25,5.960000000000001
37214994,828335.8799999999,839612.25,5.840000199999999
37214995,828336.8799999999,839612.25,5.789999999999999
37214996,828337.8799999999,839612.25,5.670000099999999
37214997,828338.8799999999,839612.25,5.7199998
37214998,828339.8799999999,839612.25,5.840000199999999
37214999,828340.8799999999,839612.25,5.9499998
37215000,828341.8799999999,839612.25,5.8699999
37215001,828342.8799999999,839612.25,5.8800001
37215002,828343.8799999999,839612.25,5.920000099999999
37215003,828344.8799999999,839612.25,5.920000099999999
37215004,828345.8799999999,839612.25,5.909999800000001
37215005,828346.8799999999,839612.25,5.940000099999999
37215006,828347.8799999999,839612.25,6.0300002
37215007,828348.8799999999,839612.25,6.110000100000001
37215008,828349.8799999999,839612.25,6.190000099999999
37215009,828350.8799999999,839612.25,6.3000002
37215010,828351.8799999999,839612.25,6.309999900000001
37215011,828352.8799999999,839612.25,6.340000199999999
37215012,828353.8799999999,839612.25,6.429999800000001
37215013,828354.8799999999,839612.25,6.48
37215014,828355.8799999999,839612.25,6.559999900000001
37215015,828356.8799999999,839612.25,6.670000099999999
37215016,828357.8799999999,839612.25,6.98
37215017,828358.8799999999,839612.25,7.210000000000001
37215018,828359.8799999999,839612.25,7.5100002
37215019,828360.8799999999,839612.25,7.860000100000001
37215020,828361.8799999999,839612.25,8.1499996
37215021,828232.8799999999,839613.25,21.13999899999999
37215022,828233.8799999999,839613.25,21.010000000000005
37215023,828234.8799999999,839613.25,21.129998999999998
37215024,828235.8799999999,839613.25,20.559999000000005
37215025,828236.8799999999,839613.25,19.950001
37215026,828237.8799999999,839613.25,19.879998999999998
37215027,828238.8799999999,839613.25,19.909999999999997
37215028,828239.8799999999,839613.25,19.870001000000002
37215029,828240.8799999999,839613.25,19.819999999999993
37215030,828241.8799999999,839613.25,19.63999899999999
37215031,828242.8799999999,839613.25,19.400000000000006
37215032,828243.8799999999,839613.25,19.190000999999995
37215033,828244.8799999999,839613.25,19.059999000000005
37215034,828245.8799999999,839613.25,18.909999999999997
37215035,828246.8799999999,839613.25,18.709998999999996
37215036,828247.8799999999,839613.25,18.540001000000004
37215037,828248.8799999999,839613.25,18.38999899999999
37215038,828249.8799999999,839613.25,18.36000100000001
37215039,828250.8799999999,839613.25,18.299999
37215040,828251.8799999999,839613.25,18.219999
37215041,828252.8799999999,839613.25,17.930000000000007
37215042,828253.8799999999,839613.25,17.569999999999993
37215043,828254.8799999999,839613.25,17.540001000000004
37215044,828255.8799999999,839613.25,17.409999999999997
37215045,828256.8799999999,839613.25,17.090000000000003
37215046,828257.8799999999,839613.25,16.599999999999994
37215047,828258.8799999999,839613.25,16.340000000000003
37215048,828259.8799999999,839613.25,16.129998999999998
37215049,828260.8799999999,839613.25,16.049999
37215050,828261.8799999999,839613.25,15.930000000000007
37215051,828262.8799999999,839613.25,15.930000000000007
37215052,828263.8799999999,839613.25,15.869999999999997
37215053,828264.8799999999,839613.25,15.889999999999986
37215054,828265.8799999999,839613.25,15.72999999999999
37215055,828266.8799999999,839613.25,15.02000000000001
37215056,828267.8799999999,839613.25,14.75
37215057,828268.8799999999,839613.25,13.829999999999998
37215058,828269.8799999999,839613.25,12.889999999999986
37215059,828270.8799999999,839613.25,11.96
37215060,828271.8799999999,839613.25,11.450000000000003
37215061,828272.8799999999,839613.25,11.22999999999999
37215062,828273.8799999999,839613.25,11.200000000000003
37215063,828274.8799999999,839613.25,11.030000000000001
37215064,828275.8799999999,839613.25,10.909999999999997
37215065,828276.8799999999,839613.25,10.909999999999997
37215066,828277.8799999999,839613.25,10.909999999999997
37215067,828278.8799999999,839613.25,10.900000000000006
37215068,828279.8799999999,839613.25,10.880000000000003
37215069,828280.8799999999,839613.25,10.819999999999993
37215070,828281.8799999999,839613.25,10.75
37215071,828282.8799999999,839613.25,10.939999999999998
37215072,828283.8799999999,839613.25,10.780000000000001
37215073,828284.8799999999,839613.25,10.02000000000001
37215074,828285.8799999999,839613.25,9.46
37215075,828286.8799999999,839613.25,9.1300001
37215076,828287.8799999999,839613.25,9.04
37215077,828288.8799999999,839613.25,8.970000300000002
37215078,828289.8799999999,839613.25,8.8900003
37215079,828290.8799999999,839613.25,8.9399996
37215080,828291.8799999999,839613.25,8.9399996
37215081,828292.8799999999,839613.25,8.8900003
37215082,828293.8799999999,839613.25,8.8699999
37215083,828294.8799999999,839613.25,8.8800001
37215084,828295.8799999999,839613.25,8.8999996
37215085,828296.8799999999,839613.25,8.8800001
37215086,828297.8799999999,839613.25,8.8900003
37215087,828298.8799999999,839613.25,8.909999800000001
37215088,828299.8799999999,839613.25,8.7399998
37215089,828300.8799999999,839613.25,8.6999998
37215090,828301.8799999999,839613.25,8.659999800000001
37215091,828302.8799999999,839613.25,8.5799999
37215092,828303.8799999999,839613.25,8.479999499999998
37215093,828304.8799999999,839613.25,8.21
37215094,828305.8799999999,839613.25,8.1099997
37215095,828306.8799999999,839613.25,8.04
37215096,828307.8799999999,839613.25,7.920000099999999
37215097,828308.8799999999,839613.25,7.829999900000001
37215098,828309.8799999999,839613.25,7.7600002
37215099,828310.8799999999,839613.25,7.679999800000001
37215100,828311.8799999999,839613.25,7.590000199999999
37215101,828312.8799999999,839613.25,7.5100002
37215102,828313.8799999999,839613.25,7.460000000000001
37215103,828314.8799999999,839613.25,7.389999899999999
37215104,828315.8799999999,839613.25,7.320000199999999
37215105,828316.8799999999,839613.25,7.1999998
37215106,828317.8799999999,839613.25,7
37215107,828318.8799999999,839613.25,6.75
37215108,828319.8799999999,839613.25,6.409999800000001
37215109,828320.8799999999,839613.25,6.0999999
37215110,828321.8799999999,839613.25,5.889999899999999
37215111,828322.8799999999,839613.25,5.820000199999999
37215112,828323.8799999999,839613.25,5.920000099999999
37215113,828324.8799999999,839613.25,5.9000001
37215114,828325.8799999999,839613.25,5.909999800000001
37215115,828326.8799999999,839613.25,5.8800001
37215116,828327.8799999999,839613.25,5.909999800000001
37215117,828328.8799999999,839613.25,5.8699999
37215118,828329.8799999999,839613.25,5.940000099999999
37215119,828330.8799999999,839613.25,5.920000099999999
37215120,828331.8799999999,839613.25,5.940000099999999
37215121,828332.8799999999,839613.25,5.8800001
37215122,828333.8799999999,839613.25,5.840000199999999
37215123,828334.8799999999,839613.25,5.860000100000001
37215124,828335.8799999999,839613.25,5.820000199999999
37215125,828336.8799999999,839613.25,5.8800001
37215126,828337.8799999999,839613.25,5.7600002
37215127,828338.8799999999,839613.25,5.840000199999999
37215128,828339.8799999999,839613.25,5.9899998
37215129,828340.8799999999,839613.25,6.02
37215130,828341.8799999999,839613.25,5.940000099999999
37215131,828342.8799999999,839613.25,5.8800001
37215132,828343.8799999999,839613.25,5.920000099999999
37215133,828344.8799999999,839613.25,5.920000099999999
37215134,828345.8799999999,839613.25,5.9499998
37215135,828346.8799999999,839613.25,5.9899998
37215136,828347.8799999999,839613.25,6.039999999999999
37215137,828348.8799999999,839613.25,6.139999899999999
37215138,828349.8799999999,839613.25,6.1999998
37215139,828350.8799999999,839613.25,6.27
37215140,828351.8799999999,839613.25,6.340000199999999
37215141,828352.8799999999,839613.25,6.409999800000001
37215142,828353.8799999999,839613.25,6.4699998
37215143,828354.8799999999,839613.25,6.5300002
37215144,828355.8799999999,839613.25,6.5999999
37215145,828356.8799999999,839613.25,6.679999800000001
37215146,828357.8799999999,839613.25,6.789999999999999
37215147,828358.8799999999,839613.25,6.929999800000001
37215148,828359.8799999999,839613.25,7.179999800000001
37215149,828360.8799999999,839613.25,7.440000099999999
37215150,828361.8799999999,839613.25,7.75
37215151,828232.8799999999,839614.25,21.400000000000006
37215152,828233.8799999999,839614.25,21.180000000000007
37215153,828234.8799999999,839614.25,21.08
37215154,828235.8799999999,839614.25,21.02000000000001
37215155,828236.8799999999,839614.25,20.52000000000001
37215156,828237.8799999999,839614.25,19.900000000000006
37215157,828238.8799999999,839614.25,19.92
37215158,828239.8799999999,839614.25,19.909999999999997
37215159,828240.8799999999,839614.25,19.879998999999998
37215160,828241.8799999999,839614.25,19.739999999999995
37215161,828242.8799999999,839614.25,19.489999999999995
37215162,828243.8799999999,839614.25,19.36000100000001
37215163,828244.8799999999,839614.25,19.200001
37215164,828245.8799999999,839614.25,18.959998999999996
37215165,828246.8799999999,839614.25,18.780001
37215166,828247.8799999999,839614.25,18.620001000000002
37215167,828248.8799999999,839614.25,18.450001
37215168,828249.8799999999,839614.25,18.309999000000005
37215169,828250.8799999999,839614.25,18.280001
37215170,828251.8799999999,839614.25,18.219999
37215171,828252.8799999999,839614.25,18.049999
37215172,828253.8799999999,839614.25,17.67
37215173,828254.8799999999,839614.25,17.459998999999996
37215174,828255.8799999999,839614.25,17.260000000000005
37215175,828256.8799999999,839614.25,17
37215176,828257.8799999999,839614.25,16.590000000000003
37215177,828258.8799999999,839614.25,16.340000000000003
37215178,828259.8799999999,839614.25,16.180000000000007
37215179,828260.8799999999,839614.25,16.120001000000002
37215180,828261.8799999999,839614.25,16
37215181,828262.8799999999,839614.25,15.969999999999999
37215182,828263.8799999999,839614.25,15.880000000000003
37215183,828264.8799999999,839614.25,15.369999999999997
37215184,828265.8799999999,839614.25,14.829999999999998
37215185,828266.8799999999,839614.25,14.360000000000014
37215186,828267.8799999999,839614.25,14.079999999999998
37215187,828268.8799999999,839614.25,13.689999999999998
37215188,828269.8799999999,839614.25,12.75
37215189,828270.8799999999,839614.25,12.090000000000003
37215190,828271.8799999999,839614.25,11.950000000000003
37215191,828272.8799999999,839614.25,12.139999999999986
37215192,828273.8799999999,839614.25,11.889999999999986
37215193,828274.8799999999,839614.25,11.549999999999997
37215194,828275.8799999999,839614.25,11.180000000000007
37215195,828276.8799999999,839614.25,10.880000000000003
37215196,828277.8799999999,839614.25,10.869999999999997
37215197,828278.8799999999,839614.25,10.909999999999997
37215198,828279.8799999999,839614.25,10.869999999999997
37215199,828280.8799999999,839614.25,10.849999999999994
37215200,828281.8799999999,839614.25,10.829999999999998
37215201,828282.8799999999,839614.25,10.799999999999997
37215202,828283.8799999999,839614.25,10.680000000000007
37215203,828284.8799999999,839614.25,10.299999999999997
37215204,828285.8799999999,839614.25,10.090000000000003
37215205,828286.8799999999,839614.25,9.3800001
37215206,828287.8799999999,839614.25,9.1000004
37215207,828288.8799999999,839614.25,8.979999499999998
37215208,828289.8799999999,839614.25,8.8599997
37215209,828290.8799999999,839614.25,8.779999699999998
37215210,828291.8799999999,839614.25,8.8800001
37215211,828292.8799999999,839614.25,8.8500004
37215212,828293.8799999999,839614.25,8.8299999
37215213,828294.8799999999,839614.25,8.8199997
