State_Label,State_Timestamp
1,0
2,0
3,0.4986548125743866
4,0.9996496438980103
5,1.4995793104171753
6,1.9988932609558105
7,2.4987587928771973
8,2.9988269805908203
9,3.4987735748291016
10,3.9996938705444336
11,4.499686241149902
12,4.999445915222168
13,5.499658584594727
14,5.999537944793701
15,6.499963283538818
16,6.999573707580566
17,7.4999189376831055
18,7.999396800994873
19,8.499348640441895
20,8.999861717224121
21,9.49980640411377
22,9.999214172363281
23,10.49947738647461
24,10.999335289001465
25,11.4999418258667
26,11.999274253845215
27,12.499347686767578
28,12.999390602111816
29,13.499277114868164
30,13.999471664428711
31,14.49903392791748
32,14.999337196350098
33,15.499324798583984
34,15.999167442321777
35,16.49997329711914
36,16.99875831604004

