State_Label,State_Timestamp
1,0
2,0
3,0.49875566363334656
4,0.9998465776443481
5,1.499774694442749
6,1.9997119903564453
7,2.4996228218078613
8,2.9995226860046387
9,3.4999213218688965
10,3.9994733333587646
11,4.49932336807251
12,4.999212265014648
13,5.499979496002197
14,5.9994282722473145
15,6.499372482299805
16,6.999728202819824
17,7.499874591827393
18,7.999765396118164
19,8.499260902404785
20,8.999259948730469
21,9.4998140335083
22,9.999306678771973
23,10.499059677124023
24,10.999567985534668
25,11.499755859375
26,11.999423027038574
27,12.49973201751709
28,12.999927520751953
29,13.499439239501953
30,13.999909400939941
31,14.499082565307617
32,14.999783515930176
33,15.499617576599121
34,15.999403953552246
35,16.499195098876953
36,16.999073028564453
37,17.499217987060547
38,17.998897552490234
39,18.49920082092285
40,18.999088287353516
41,19.49943733215332
42,19.99959373474121
43,20.498661041259766
44,20.999258041381836
45,21.499984741210938
46,21.999351501464844
47,22.4992618560791
48,22.999814987182617
49,23.499319076538086
50,23.998947143554688
51,24.49928092956543
52,24.999277114868164
53,25.49998664855957
54,25.99928855895996
55,26.499431610107422
56,26.999483108520508
57,27.499223709106445
58,27.999881744384766
59,28.49956703186035
60,28.999637603759766
61,29.499927520751953
62,29.99977684020996
63,30.49969482421875
64,30.999364852905273
65,31.499906539916992
66,31.999752044677734
67,32.49947738647461
68,32.99985885620117
69,33.499794006347656
70,33.99979782104492
71,34.49966812133789
72,34.9996337890625
73,35.499977111816406
74,35.999752044677734
75,36.499820709228516
76,36.99991989135742
77,37.499977111816406
78,37.99941635131836
79,38.499794006347656
80,38.999542236328125
81,39.49973678588867
82,39.99934005737305
83,40.49956130981445
84,40.999847412109375
85,41.499107360839844
86,41.99985885620117
87,42.499595642089844
88,42.999534606933594
89,43.49966049194336
90,43.999549865722656
91,44.49916076660156
92,44.99941635131836
93,45.49959945678711
94,45.9999885559082
95,46.49934768676758
96,46.99953079223633
97,47.49977111816406
98,47.99928283691406
99,48.49971008300781
100,48.99948501586914
101,49.49962615966797
102,49.99970626831055
103,50.49992370605469
104,50.99983596801758
105,51.49957275390625
106,51.999908447265625
107,52.49939727783203
108,52.99948501586914
109,53.499732971191406
110,53.99989318847656
111,54.49939727783203
112,54.99924087524414
113,55.499717712402344
114,55.99961853027344
115,56.49953842163086
116,56.99993896484375
117,57.499420166015625
118,57.99955749511719
119,58.499969482421875
120,58.99960708618164
121,59.49997329711914
122,59.999473571777344

