State_Label,State_Timestamp
1,0
2,0
3,0.49875566363334656
4,0.9992348551750183
5,1.4994293451309204
6,1.9989155530929565
7,2.4997339248657227
8,2.9989731311798096
9,3.499175548553467
10,3.999213457107544
11,4.499810695648193
12,4.999045372009277
13,5.499054431915283
14,5.998917579650879
15,6.4997639656066895
16,6.998940944671631
17,7.499171733856201
18,7.999345779418945
19,8.499576568603516
20,8.999229431152344
21,9.499284744262695
22,9.9995698928833
23,10.499737739562988
24,10.999418258666992
25,11.499577522277832
26,11.999378204345703
27,12.499773025512695
28,12.999419212341309
29,13.499749183654785
30,13.999765396118164
31,14.499702453613281
32,14.99988079071045
33,15.499295234680176
34,15.999646186828613
35,16.499696731567383
36,16.999414443969727
37,17.499897003173828
38,17.999271392822266
39,18.49905014038086
40,18.999786376953125
41,19.49976348876953
42,19.99882698059082
43,20.4993953704834
44,20.99955177307129
45,21.499425888061523
46,21.999380111694336
47,22.499839782714844
48,22.999723434448242
49,23.499940872192383
50,23.99883270263672
51,24.498634338378906
52,24.99945640563965
53,25.499746322631836
54,25.999889373779297
55,26.499252319335938
56,26.99924087524414
57,27.499773025512695
58,27.998779296875
59,28.49871826171875
60,28.99977684020996
61,29.49905014038086
62,29.999727249145508
63,30.498809814453125
64,30.998828887939453
65,31.49897575378418
66,31.99904441833496
67,32.49994659423828
68,32.99980926513672
69,33.499359130859375
70,33.99934005737305
71,34.498382568359375
72,34.99906921386719
73,35.49971389770508
74,35.998741149902344
75,36.49943923950195
76,36.99838638305664
77,37.499568939208984
78,37.998477935791016
79,38.4986686706543
80,38.999366760253906
81,39.49993896484375
82,39.99892044067383
83,40.49984359741211
84,40.99888229370117
85,41.49962615966797
86,41.9986572265625
87,42.499427795410156
88,42.99862289428711
89,43.49940872192383
90,43.99848937988281
91,44.499122619628906
92,44.999847412109375
93,45.49835205078125
94,45.998905181884766
95,46.49959945678711
96,46.99855422973633
97,47.49965286254883
98,47.999385833740234
99,48.49840545654297
100,48.99896240234375
101,49.49959945678711
102,49.998695373535156
103,50.49943923950195
104,50.998538970947266
105,51.49930191040039
106,51.99995803833008
107,52.49907302856445
108,52.99980545043945
109,53.4988899230957
110,53.99951171875
111,54.49844741821289
112,54.99867248535156
113,55.49932098388672
114,55.99979019165039
115,56.49871063232422
116,56.99845504760742
117,57.4991569519043
118,57.99983596801758
119,58.4984016418457
120,58.99898910522461
121,59.4996337890625
122,59.998600006103516
123,60.499446868896484
124,60.99952697753906
125,61.49846267700195
126,61.998966217041016
127,62.49982833862305
128,62.998966217041016
129,63.49958038330078
130,63.998722076416016
131,64.49946594238281
132,64.99834442138672
133,65.49903106689453
134,65.99964141845703
135,66.49858093261719
136,66.99931335449219
137,67.49996948242188
138,67.99905395507812
139,68.49972534179688
140,68.99871826171875
141,69.49935913085938
142,69.99998474121094
143,70.49906921386719
144,70.99983978271484
145,71.49888610839844
146,71.9996337890625
147,72.4988021850586
148,72.99949645996094
149,73.49853515625
150,73.99920654296875
151,74.49998474121094
152,74.99896240234375
153,75.49960327148438
154,75.99864196777344
155,76.4994125366211
156,76.9983901977539
157,77.49915313720703
158,77.99980163574219
159,78.49885559082031
160,78.99956512451172
161,79.49858856201172
162,79.999267578125
163,80.49995422363281
164,80.99899291992188
165,81.4996566772461
166,81.99877166748047
167,82.49944305419922
168,82.99848175048828
169,83.49921417236328
170,83.9999008178711
171,84.49900817871094
172,84.99971008300781
173,85.49861145019531
174,85.99933624267578
175,86.4983901977539
176,86.99911499023438
177,87.49979400634766
178,87.99886322021484
179,88.4994888305664
180,88.99858093261719
181,89.49919891357422
182,89.99983215332031
183,90.49882507324219
184,90.99946594238281
185,91.49859619140625
186,91.99934387207031
187,92.49837493896484
188,92.9992904663086
189,93.4983901977539
190,93.99911499023438
191,94.49976348876953
192,94.99887084960938
193,95.49969482421875
194,95.99883270263672
195,96.4994888305664
196,96.99864959716797
197,97.49934387207031
198,97.99842071533203
199,98.49915313720703
200,98.9998779296875
201,99.49888610839844
202,99.99960327148438

